,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time
1953,2025-12-02,Grupo easy,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:25:00,En hora,156,Airbus A319,R,EU,Martes,Mañana
1954,2025-12-02,Grupo easy,EC8062,London (LGW),07:30:00,En hora,156,Airbus A319,M,INT,Martes,Mañana
1955,2025-12-02,Grupo Ryanair,FR3166,Palermo (PMO),07:35:00,En hora,189,Boeing 737-800,S,EU,Martes,Mañana
1956,2025-12-02,Grupo Ryanair,FR5718,Bratislava (BTS),07:35:00,En hora,189,Boeing 737-800,S,EU,Martes,Mañana
1957,2025-12-02,Grupo Ryanair,FR3193,Riga (RIX),07:55:00,En hora,189,Boeing 737-800,R,EU,Martes,Mañana
1958,2025-12-02,Grupo easy,EC3737,Milan (MXP),08:00:00,En hora,156,Airbus A319,R,EU,Martes,Mañana
1959,2025-12-02,Grupo Ryanair,FR6973,Rome (FCO),08:20:00,En hora,189,Boeing 737-800,U,EU,Martes,Mañana
1960,2025-12-02,Grupo Ryanair,FR133,Berlin (BER),08:50:00,En hora,189,Boeing 737-800,U,EU,Martes,Mañana
1961,2025-12-02,Grupo wizz,W43938,Chisinau (KIV),09:00:00,En hora,180,Airbus A320,Y,INT,Martes,Mañana
1962,2025-12-02,Grupo wizz,W62048,Krakow (KRK),09:05:00,Retrasado,239,Airbus A321neo,U,EU,Martes,Mañana
1963,2025-12-02,Grupo Ryanair,FR3035,Krakow (KRK),09:10:00,Retrasado,189,Boeing 737-800,S,EU,Martes,Mañana
1964,2025-12-02,Grupo Ryanair,FR3807,Charleroi (CRL),09:10:00,En hora,197,Boeing 737 MAX 8,U,EU,Martes,Mañana
1965,2025-12-02,Grupo wizz,W61914,Vilnius (VNO),09:20:00,En hora,239,Airbus A321neo,U,EU,Martes,Mañana
1966,2025-12-02,Grupo wizz,W43176,Bucharest (OTP),09:25:00,En hora,230,Airbus A321,S,EU,Martes,Mañana
1967,2025-12-02,Grupo wizz,W62376,Budapest (BUD),09:25:00,En hora,230,Airbus A321,U,EU,Martes,Mañana
1968,2025-12-02,Grupo wizz,W42938,Vienna (VIE),09:35:00,En hora,239,Airbus A321neo,S,EU,Martes,Mañana
1969,2025-12-02,Air Arabia Maroc,3O378,Tanger (TNG),09:45:00,En hora,174,Airbus A320,Y,INT,Martes,Mañana
1970,2025-12-02,Air Serbia,JU581,Belgrade (BEG),09:55:00,En hora,144,Airbus A319,W,INT,Martes,Mañana
1971,2025-12-02,Grupo easy,EC7656,Lisbon (LIS),10:05:00,En hora,180,Airbus A320,R,EU,Martes,Mañana
1972,2025-12-02,Grupo Ryanair,LW12,Vienna (VIE),10:15:00,En hora,180,Airbus A320,R,EU,Martes,Mañana
1973,2025-12-02,Grupo wizz,W61476,Warsaw (WAW),10:15:00,En hora,239,Airbus A321neo,U,EU,Martes,Mañana
1974,2025-12-02,Grupo Ryanair,FR1279,Copenhagen (CPH),10:25:00,En hora,197,Boeing 737 MAX 8,U,EU,Martes,Mañana
1975,2025-12-02,Grupo Ryanair,FR5270,Manchester (MAN),10:30:00,En hora,197,Boeing 737 MAX 8,Y,INT,Martes,Mañana
1976,2025-12-02,Grupo easy,U22324,London (LTN),10:35:00,En hora,186,Airbus A320neo,M,INT,Martes,Mañana
1977,2025-12-02,Azerbaijan Airlines,J246,Baku (GYD),10:45:00,Retrasado,186,Airbus A320neo,W,INT,Martes,Mañana
1978,2025-12-02,Aer Lingus,EI563,Dublin (DUB),11:30:00,En hora,174,Airbus A320,Y,INT,Martes,Mañana
1979,2025-12-02,Grupo Ryanair,FR58,Napoli (NAP),11:40:00,Retrasado,189,Boeing 737-800,S,EU,Martes,Mañana
1980,2025-12-02,Icelandair,FI597,Keflavik (KEF),11:50:00,Retrasado,160,Boeing 737 MAX 8,U,EU,Martes,Mañana
1981,2025-12-02,Grupo Ryanair,FR3108,Luxembourg (LUX),12:15:00,En hora,189,Boeing 737-800,U,EU,Martes,Tarde
1982,2025-12-02,Grupo easy,EC7151,Milan (MXP),12:20:00,En hora,156,Airbus A319,R,EU,Martes,Tarde
1983,2025-12-02,Grupo easy,EC8064,London (LGW),12:25:00,En hora,156,Airbus A319,M,INT,Martes,Tarde
1984,2025-12-02,Norwegian Air Sweden AOC,D83657,Copenhagen (CPH),12:30:00,En hora,189,Boeing 737-800,U,EU,Martes,Tarde
1985,2025-12-02,Grupo Ryanair,FR8384,Budapest (BUD),12:35:00,En hora,197,Boeing 737 MAX 8,U,EU,Martes,Tarde
1986,2025-12-02,Pegasus Airlines,PC1092,Istanbul (SAW),12:45:00,Retrasado,220,Airbus A321,Y,INT,Martes,Tarde
1987,2025-12-02,Grupo Ryanair,FR6267,Edinburgh (EDI),12:55:00,Retrasado,197,Boeing 737 MAX 8,Y,INT,Martes,Tarde
1988,2025-12-02,FlyOne,5F5512,Chisinau (KIV),13:30:00,En hora,194,Airbus A321,W,INT,Martes,Tarde
1989,2025-12-02,Grupo Ryanair,FR2239,Marrakech (RAK),14:00:00,En hora,189,Boeing 737-800,W,INT,Martes,Tarde
1990,2025-12-02,Grupo Ryanair,FR3076,Stockholm (ARN),14:05:00,En hora,189,Boeing 737-800,U,EU,Martes,Tarde
1991,2025-12-02,Kuwait Airways,KU136,Kuwait City (KWI),14:25:00,En hora,278,Airbus A330-900,W,INT,Martes,Tarde
1992,2025-12-02,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45:00,En hora,189,Boeing 737-800,Y,INT,Martes,Tarde
1993,2025-12-02,Grupo easy,EC7682,Lisbon (LIS),15:00:00,En hora,180,Airbus A320,R,EU,Martes,Tarde
1994,2025-12-02,Grupo Ryanair,FR8217,London (STN),15:25:00,En hora,189,Boeing 737-800,Y,INT,Martes,Tarde
1995,2025-12-02,Grupo Ryanair,FR846,Milan (BGY),16:55:00,En hora,189,Boeing 737-800,U,EU,Martes,Tarde
1996,2025-12-02,Grupo Ryanair,FR1165,Sevilla (SVQ),17:05:00,En hora,189,Boeing 737-800,U,NAC,Martes,Tarde
1997,2025-12-02,Grupo Ryanair,FR575,Bologna (BLQ),17:25:00,En hora,197,Boeing 737 MAX 8,U,EU,Martes,Tarde
1998,2025-12-02,Volotea,V72327,Strasbourg (SXB),17:30:00,Retrasado,180,Airbus A320,R,EU,Martes,Tarde
1999,2025-12-02,Transavia,HV5134,Amsterdam (AMS),17:45:00,En hora,232,Airbus A321neo,S,EU,Martes,Tarde
2000,2025-12-02,Grupo easy,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:10:00,En hora,156,Airbus A319,R,EU,Martes,Tarde
2001,2025-12-02,Grupo Ryanair,RR6300,Sofia (SOF),18:15:00,Retrasado,197,Boeing 737 MAX 8,S,EU,Martes,Tarde
2002,2025-12-02,Grupo Ryanair,FR777,Venice (VCE),18:40:00,En hora,189,Boeing 737-800,U,EU,Martes,Tarde
2003,2025-12-02,Grupo wizz,W61176,Katowice (KTW),18:55:00,En hora,239,Airbus A321neo,R,EU,Martes,Tarde
2004,2025-12-02,Grupo wizz,W61478,Warsaw (WAW),19:00:00,En hora,239,Airbus A321neo,U,EU,Martes,Tarde
2005,2025-12-02,Grupo wizz,W43180,Bucharest (OTP),19:20:00,En hora,230,Airbus A321,R,EU,Martes,Tarde
2006,2025-12-02,Grupo Ryanair,FR9015,London (STN),19:25:00,En hora,197,Boeing 737 MAX 8,W,INT,Martes,Tarde
2007,2025-12-02,Grupo Ryanair,FR2495,Palma de Mallorca (PMI),19:30:00,En hora,197,Boeing 737 MAX 8,S,NAC,Martes,Tarde
2008,2025-12-02,Grupo wizz,W64406,Sofia (SOF),19:35:00,En hora,239,Airbus A321neo,S,EU,Martes,Tarde
2009,2025-12-02,Grupo easy,U28058,London (LGW),19:45:00,En hora,156,Airbus A319,M,INT,Martes,Tarde
2010,2025-12-02,Transavia,HV6790,Eindhoven (EIN),19:55:00,Retrasado,189,Boeing 737-800,U,EU,Martes,Tarde
2011,2025-12-02,Air Arabia Maroc,3O642,Tanger (TNG),20:00:00,Retrasado,174,Airbus A320,Y,INT,Martes,Noche
2012,2025-12-02,Grupo easy,EC1956,Milan (LIN),20:15:00,En hora,180,Airbus A320,R,EU,Martes,Noche
2013,2025-12-02,Grupo Ryanair,RR4084,Warsaw (WMI),20:15:00,En hora,189,Boeing 737-800,U,EU,Martes,Noche
2014,2025-12-02,Transavia,TO4759,Paris (ORY),20:45:00,En hora,186,Airbus A320neo,S,EU,Martes,Noche
2015,2025-12-02,Grupo easy,EC1380,Geneva (GVA),21:15:00,Retrasado,180,Airbus A320,R,EU,Martes,Noche
2016,2025-12-02,Grupo Ryanair,FR6394,Dublin (DUB),21:15:00,En hora,197,Boeing 737 MAX 8,Y,INT,Martes,Noche
2017,2025-12-02,Grupo wizz,W46020,Rome (FCO),21:35:00,En hora,239,Airbus A321neo,S,EU,Martes,Noche
2018,2025-12-02,Grupo Ryanair,FR4585,Porto (OPO),22:00:00,En hora,197,Boeing 737 MAX 8,S,EU,Martes,Noche
2019,2025-12-03,Grupo Ryanair,FR2918,Brussels (BRU),06:05:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Mañana
2020,2025-12-03,Grupo Ryanair,FR3185,Rabat (RBA),06:05:00,En hora,189,Boeing 737-800,W,INT,Miércoles,Mañana
2021,2025-12-03,Grupo Ryanair,FR9406,Fes (FEZ),06:05:00,En hora,189,Boeing 737-800,W,INT,Miércoles,Mañana
2022,2025-12-03,Grupo easy,EC7105,Geneva (GVA),06:10:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana
2023,2025-12-03,Grupo Ryanair,FR483,Malaga (AGP),06:15:00,En hora,189,Boeing 737-800,U,NAC,Miércoles,Mañana
2024,2025-12-03,Grupo easy,EC7193,Leeds Bradford (LBA),06:30:00,En hora,156,Airbus A319,M,INT,Miércoles,Mañana
2025,2025-12-03,Grupo Ryanair,FR2239,Marrakech (RAK),06:35:00,En hora,189,Boeing 737-800,Y,INT,Miércoles,Mañana
2026,2025-12-03,Grupo Ryanair,FR3028,Ibiza (IBZ),06:45:00,En hora,189,Boeing 737-800,U,NAC,Miércoles,Mañana
2027,2025-12-03,Grupo Ryanair,FR3108,Luxembourg (LUX),06:50:00,En hora,197,Boeing 737 MAX 8,S,EU,Miércoles,Mañana
2028,2025-12-03,Grupo easy,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:20:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana
2029,2025-12-03,Grupo easy,EC8062,London (LGW),07:20:00,En hora,156,Airbus A319,M,INT,Miércoles,Mañana
2030,2025-12-03,Grupo Ryanair,LW2495,Palma de Mallorca (PMI),07:20:00,En hora,180,Airbus A320,R,NAC,Miércoles,Mañana
2031,2025-12-03,Grupo Ryanair,FR846,Milan (BGY),08:05:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Mañana
2032,2025-12-03,Grupo easy,EC3737,Milan (MXP),08:25:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana
2033,2025-12-03,Grupo easy,EC7161,Napoli (NAP),09:20:00,En hora,186,Airbus A320neo,R,EU,Miércoles,Mañana
2034,2025-12-03,Grupo wizz,W43176,Bucharest (OTP),09:25:00,En hora,239,Airbus A321neo,S,EU,Miércoles,Mañana
2035,2025-12-03,Grupo wizz,W62376,Budapest (BUD),09:25:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Mañana
2036,2025-12-03,Grupo Ryanair,RR8384,Budapest (BUD),09:30:00,En hora,189,Boeing 737-800,R,EU,Miércoles,Mañana
2037,2025-12-03,Air Arabia Maroc,3O376,Al Aaroui (NDR),09:35:00,Retrasado,174,Airbus A320,Y,INT,Miércoles,Mañana
2038,2025-12-03,Grupo wizz,W42940,Vienna (VIE),09:35:00,En hora,239,Airbus A321neo,S,EU,Miércoles,Mañana
2039,2025-12-03,Grupo Ryanair,FR2834,Charleroi (CRL),09:45:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Mañana
2040,2025-12-03,Grupo Ryanair,FR4545,Porto (OPO),09:45:00,En hora,197,Boeing 737 MAX 8,R,EU,Miércoles,Mañana
2041,2025-12-03,Grupo Ryanair,RR3049,Krakow (KRK),09:55:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Miércoles,Mañana
2042,2025-12-03,Air Arabia Maroc,3O642,Tanger (TNG),10:05:00,En hora,174,Airbus A320,Y,INT,Miércoles,Mañana
2043,2025-12-03,Transavia,HV5132,Amsterdam (AMS),10:05:00,Retrasado,232,Airbus A321neo,U,EU,Miércoles,Mañana
2044,2025-12-03,Grupo Ryanair,FR3078,Lisbon (LIS),10:15:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Mañana
2045,2025-12-03,Grupo wizz,W61476,Warsaw (WAW),10:15:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Mañana
2046,2025-12-03,Grupo Ryanair,FR3039,Prague (PRG),10:20:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Mañana
2047,2025-12-03,Grupo easy,U22002,Manchester (MAN),10:30:00,En hora,180,Airbus A320,M,INT,Miércoles,Mañana
2048,2025-12-03,Air Baltic,BT878,Tallinn (TLL),10:35:00,Retrasado,148,Airbus A220-300,U,EU,Miércoles,Mañana
2049,2025-12-03,Norwegian Air Sweden AOC,D85544,Rovaniemi (RVN),10:40:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Mañana
2050,2025-12-03,Grupo Ryanair,FR6267,Edinburgh (EDI),10:45:00,Retrasado,197,Boeing 737 MAX 8,Y,INT,Miércoles,Mañana
2051,2025-12-03,SkyUp MT,U5406,Chisinau (KIV),10:50:00,Retrasado,149,Boeing 737-700,Y,INT,Miércoles,Mañana
2052,2025-12-03,Grupo easy,U22704,Bristol (BRS),10:55:00,Retrasado,180,Airbus A320,M,INT,Miércoles,Mañana
2053,2025-12-03,Grupo Ryanair,FR2507,Cologne-Bonn (CGN),11:00:00,En hora,197,Boeing 737 MAX 8,U,EU,Miércoles,Mañana
2054,2025-12-03,Aer Lingus,EI563,Dublin (DUB),11:30:00,Retrasado,174,Airbus A320,W,INT,Miércoles,Mañana
2055,2025-12-03,Grupo Ryanair,FR575,Bologna (BLQ),11:40:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Mañana
2056,2025-12-03,Grupo Ryanair,FR9925,Frankfurt-Hahn (HHN),12:35:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Tarde
2057,2025-12-03,Pegasus Airlines,PC1092,Istanbul (SAW),12:45:00,En hora,220,Airbus A321,Y,INT,Miércoles,Tarde
2058,2025-12-03,Grupo Ryanair,FR6597,Manchester (MAN),13:00:00,En hora,197,Boeing 737 MAX 8,W,INT,Miércoles,Tarde
2059,2025-12-03,HiSky,H4264,Bucharest (OTP),13:20:00,En hora,186,Airbus A320,R,EU,Miércoles,Tarde
2060,2025-12-03,Eurowings,EW521,Cologne-Bonn (CGN),13:25:00,Retrasado,180,Airbus A320,S,EU,Miércoles,Tarde
2061,2025-12-03,Turkish Airlines,TK608,Ankara (ESB),14:00:00,En hora,165,Boeing 737-800,Y,INT,Miércoles,Tarde
2062,2025-12-03,Volotea,V72327,Strasbourg (SXB),14:40:00,Retrasado,180,Airbus A320,R,EU,Miércoles,Tarde
2063,2025-12-03,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45:00,En hora,189,Boeing 737-800,Y,INT,Miércoles,Tarde
2064,2025-12-03,Norwegian Air Sweden AOC,D83659,Copenhagen (CPH),14:45:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde
2065,2025-12-03,Eurowings,EW2521,Stuttgart (STR),15:10:00,En hora,150,Airbus A319,S,EU,Miércoles,Tarde
2066,2025-12-03,Grupo Ryanair,FR777,Venice (VCE),15:10:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Tarde
2067,2025-12-03,Grupo Ryanair,FR12,Vienna (VIE),15:15:00,En hora,197,Boeing 737 MAX 8,U,EU,Miércoles,Tarde
2068,2025-12-03,Grupo easy,EC7682,Lisbon (LIS),15:25:00,En hora,180,Airbus A320,R,EU,Miércoles,Tarde
2069,2025-12-03,Grupo wizz,W61412,Warsaw (WMI),15:40:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Tarde
2070,2025-12-03,Pegasus Airlines,PC1094,Istanbul (SAW),15:45:00,Retrasado,239,Airbus A321neo,Y,INT,Miércoles,Tarde
2071,2025-12-03,Volotea,V71415,Verona (VRN),15:45:00,En hora,180,Airbus A320,R,EU,Miércoles,Tarde
2072,2025-12-03,Grupo Ryanair,FR3035,Krakow (KRK),16:15:00,En hora,197,Boeing 737 MAX 8,U,EU,Miércoles,Tarde
2073,2025-12-03,Transavia,TO4755,Paris (ORY),16:45:00,En hora,186,Airbus A320neo,U,EU,Miércoles,Tarde
2074,2025-12-03,Grupo Ryanair,FR3928,Trieste (TRS),16:50:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde
2075,2025-12-03,Grupo Ryanair,FR5718,Bratislava (BTS),16:50:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Tarde
2076,2025-12-03,Grupo wizz,W67920,Kopitnari (KUT),17:15:00,En hora,230,Airbus A321,Y,INT,Miércoles,Tarde
2077,2025-12-03,Grupo Ryanair,FR4585,Porto (OPO),17:30:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde
2078,2025-12-03,Iberojet,E9803,Palmerola (XPL),17:40:00,Retrasado,432,Airbus A350-900,W,INT,Miércoles,Tarde
2079,2025-12-03,Grupo easy,EC8060,London (LGW),17:45:00,En hora,156,Airbus A319,M,INT,Miércoles,Tarde
2080,2025-12-03,Grupo Ryanair,FR3180,Rome (FCO),18:00:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde
2081,2025-12-03,Grupo wizz,W43686,Iasi (IAS),18:30:00,En hora,180,Airbus A320,S,EU,Miércoles,Tarde
2082,2025-12-03,Grupo easy,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:35:00,En hora,156,Airbus A319,R,EU,Miércoles,Tarde
2083,2025-12-03,Grupo Ryanair,FR3129,Ibiza (IBZ),18:35:00,En hora,189,Boeing 737-800,S,NAC,Miércoles,Tarde
2084,2025-12-03,Grupo Ryanair,RR8394,Budapest (BUD),18:50:00,Retrasado,189,Boeing 737-800,S,EU,Miércoles,Tarde
2085,2025-12-03,Grupo easy,EC7155,Milan (MXP),19:00:00,En hora,156,Airbus A319,R,EU,Miércoles,Tarde
2086,2025-12-03,Grupo Ryanair,FR8231,London (STN),19:00:00,En hora,189,Boeing 737-800,Y,INT,Miércoles,Tarde
2087,2025-12-03,Grupo wizz,W61478,Warsaw (WAW),19:00:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Tarde
2088,2025-12-03,Grupo Ryanair,FR1165,Sevilla (SVQ),19:10:00,En hora,197,Boeing 737 MAX 8,S,NAC,Miércoles,Tarde
2089,2025-12-03,Grupo Ryanair,FR9334,Marrakech (RAK),19:10:00,Retrasado,189,Boeing 737-800,Y,INT,Miércoles,Tarde
2090,2025-12-03,Grupo Ryanair,FR1342,Palma de Mallorca (PMI),19:15:00,En hora,197,Boeing 737 MAX 8,S,NAC,Miércoles,Tarde
2091,2025-12-03,Eurowings,EW9443,Dusseldorf (DUS),19:35:00,Retrasado,180,Airbus A320,S,EU,Miércoles,Tarde
2092,2025-12-03,Grupo Ryanair,FR133,Berlin (BER),19:35:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Miércoles,Tarde
2093,2025-12-03,Transavia,HV6064,Rotterdam (RTM),19:40:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde
2094,2025-12-03,Grupo easy,U28058,London (LGW),19:45:00,Retrasado,180,Airbus A320,M,INT,Miércoles,Tarde
2095,2025-12-03,Grupo Ryanair,FR3143,Milan (BGY),19:55:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde
2096,2025-12-03,Grupo Ryanair,FR58,Napoli (NAP),20:10:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Noche
2097,2025-12-03,Grupo Ryanair,RR5246,Vilnius (VNO),20:10:00,En hora,197,Boeing 737 MAX 8,U,EU,Miércoles,Noche
2098,2025-12-03,Grupo easy,EC1956,Milan (LIN),20:15:00,En hora,180,Airbus A320,R,EU,Miércoles,Noche
2099,2025-12-03,Air Arabia Maroc,3O378,Tanger (TNG),20:20:00,En hora,174,Airbus A320,Y,INT,Miércoles,Noche
2100,2025-12-03,T'Way Air,TW408,Seoul/Incheon (ICN),20:30:00,En hora,294,BOEING 777-300ER,W,INT,Miércoles,Noche
2101,2025-12-03,Air Europa,FB585,Belgrade (BEG),20:35:00,Retrasado,108,Embraer ERJ-190,Y,INT,Miércoles,Noche
2102,2025-12-03,Grupo wizz,W62378,Budapest (BUD),20:45:00,Retrasado,239,Airbus A321neo,U,EU,Miércoles,Noche
2103,2025-12-03,Transavia,TO4759,Paris (ORY),20:50:00,En hora,186,Airbus A320neo,U,EU,Miércoles,Noche
2104,2025-12-03,Grupo easy,U22326,London (LTN),20:55:00,En hora,186,Airbus A320neo,M,INT,Miércoles,Noche
2105,2025-12-03,Grupo easy,EC1380,Geneva (GVA),21:15:00,Retrasado,180,Airbus A320,R,EU,Miércoles,Noche
2106,2025-12-03,Grupo wizz,W43406,Cluj-Napoca (CLJ),21:25:00,En hora,186,Airbus A320neo,S,EU,Miércoles,Noche
2107,2025-12-03,Grupo wizz,W46020,Rome (FCO),21:35:00,Retrasado,239,Airbus A321neo,S,EU,Miércoles,Noche
2108,2025-12-03,Grupo Ryanair,FR6394,Dublin (DUB),22:05:00,En hora,189,Boeing 737-800,W,INT,Miércoles,Noche
2109,2025-12-04,Grupo Ryanair,FR8215,London (STN),06:00:00,En hora,189,Boeing 737-800,W,INT,Jueves,Mañana
2110,2025-12-04,Grupo easy,EC7105,Geneva (GVA),06:10:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana
2111,2025-12-04,Grupo Ryanair,FR3976,Dublin (DUB),06:15:00,En hora,197,Boeing 737 MAX 8,W,INT,Jueves,Mañana
2112,2025-12-04,Grupo easy,EC7191,Glasgow (GLA),06:40:00,Retrasado,156,Airbus A319,M,INT,Jueves,Mañana
2113,2025-12-04,Grupo Ryanair,FR3049,Krakow (KRK),06:40:00,En hora,197,Boeing 737 MAX 8,U,EU,Jueves,Mañana
2114,2025-12-04,Grupo Ryanair,FR3028,Ibiza (IBZ),06:45:00,En hora,189,Boeing 737-800,U,NAC,Jueves,Mañana
2115,2025-12-04,Grupo Ryanair,LW2495,Palma de Mallorca (PMI),07:20:00,En hora,180,Airbus A320,R,NAC,Jueves,Mañana
2116,2025-12-04,Grupo Ryanair,FR133,Berlin (BER),07:25:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana
2117,2025-12-04,Grupo easy,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:30:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana
2118,2025-12-04,Grupo easy,EC7151,Milan (MXP),07:30:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana
2119,2025-12-04,Grupo Ryanair,FR2507,Cologne-Bonn (CGN),07:45:00,En hora,197,Boeing 737 MAX 8,S,EU,Jueves,Mañana
2120,2025-12-04,Norwegian Air Sweden AOC,D85510,Copenhagen (CPH),07:55:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana
2121,2025-12-04,Grupo Ryanair,FR575,Bologna (BLQ),08:05:00,En hora,189,Boeing 737-800,U,EU,Jueves,Mañana
2122,2025-12-04,Grupo Ryanair,FR774,Torino (TRN),08:05:00,En hora,189,Boeing 737-800,U,EU,Jueves,Mañana
2123,2025-12-04,Grupo Ryanair,FR6973,Rome (FCO),08:40:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana
2124,2025-12-04,Grupo wizz,W43938,Chisinau (KIV),09:00:00,En hora,180,Airbus A320,W,INT,Jueves,Mañana
2125,2025-12-04,Grupo Ryanair,FR5710,Napoli (NAP),09:05:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana
2126,2025-12-04,Grupo wizz,W62048,Krakow (KRK),09:05:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Mañana
2127,2025-12-04,Grupo Ryanair,LW12,Vienna (VIE),09:10:00,Retrasado,180,Airbus A320,R,EU,Jueves,Mañana
2128,2025-12-04,Grupo wizz,W61914,Vilnius (VNO),09:20:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Mañana
2129,2025-12-04,Grupo wizz,W43176,Bucharest (OTP),09:25:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana
2130,2025-12-04,Grupo wizz,W62376,Budapest (BUD),09:25:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Mañana
2131,2025-12-04,Grupo Ryanair,FR3320,Milan (BGY),09:30:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana
2132,2025-12-04,Grupo wizz,W42938,Vienna (VIE),09:35:00,En hora,239,Airbus A321neo,S,EU,Jueves,Mañana
2133,2025-12-04,Transavia,TO4751,Paris (ORY),09:40:00,Retrasado,186,Airbus A320neo,U,EU,Jueves,Mañana
2134,2025-12-04,Air Serbia,JU581,Belgrade (BEG),09:55:00,En hora,144,Airbus A319,Y,INT,Jueves,Mañana
2135,2025-12-04,Grupo easy,EC7656,Lisbon (LIS),10:00:00,En hora,180,Airbus A320,R,EU,Jueves,Mañana
2136,2025-12-04,Grupo Ryanair,FR1279,Copenhagen (CPH),10:00:00,En hora,197,Boeing 737 MAX 8,S,EU,Jueves,Mañana
2137,2025-12-04,Transavia,HV5132,Amsterdam (AMS),10:05:00,En hora,232,Airbus A321neo,R,EU,Jueves,Mañana
2138,2025-12-04,Grupo wizz,W61476,Warsaw (WAW),10:15:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana
2139,2025-12-04,Grupo Ryanair,FR1165,Sevilla (SVQ),10:20:00,En hora,189,Boeing 737-800,U,NAC,Jueves,Mañana
2140,2025-12-04,Grupo Ryanair,FR3121,Beauvais (BVA),10:25:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana
2141,2025-12-04,Grupo Ryanair,RR8384,Budapest (BUD),10:25:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana
2142,2025-12-04,Grupo easy,U22326,London (LTN),10:35:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana
2143,2025-12-04,Grupo easy,U28056,London (LGW),10:35:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana
2144,2025-12-04,Grupo easy,U25716,Southend (SEN),10:40:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana
2145,2025-12-04,Azerbaijan Airlines,J246,Baku (GYD),10:45:00,Retrasado,122,Airbus A319,W,INT,Jueves,Mañana
2146,2025-12-04,Grupo Ryanair,FR3792,Birmingham (BHX),11:00:00,En hora,189,Boeing 737-800,Y,INT,Jueves,Mañana
2147,2025-12-04,Grupo Ryanair,FR4545,Porto (OPO),11:00:00,En hora,197,Boeing 737 MAX 8,U,EU,Jueves,Mañana
2148,2025-12-04,Grupo easy,U22704,Bristol (BRS),11:05:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana
2149,2025-12-04,Grupo Ryanair,FR483,Malaga (AGP),11:10:00,En hora,197,Boeing 737 MAX 8,S,NAC,Jueves,Mañana
2150,2025-12-04,Grupo Ryanair,FR6597,Manchester (MAN),11:20:00,Retrasado,189,Boeing 737-800,Y,INT,Jueves,Mañana
2151,2025-12-04,Aer Lingus,EI563,Dublin (DUB),11:30:00,En hora,174,Airbus A320,W,INT,Jueves,Mañana
